Year,Decade,Recent,Runtime_Encoded,Director_Num_Movies,Writer_Num_Movies,Main_Actor_Num_Movies,Company_Num_Movies,Scaled_Standardized_Budget,Normalized_Score,Log_Votes,G,PG,PG-13,R,NC-17,Not Rated,Unrated,X,Action,Adventure,Animation,Comedy,Crime,Drama,Fantasy,Horror,Mystery,Romance,Sci-Fi,Thriller,Western,Log_Worldwide_Gross
2006,2000,0,1,8,4,39,295,0.11234459007736083,0.2432432432432432,15.687312888712007,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.776654550345942
2018,2010,1,2,1,1,39,1,0.016837362427456634,0.6216216216216216,15.732433317205148,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.559699869982765
2014,2010,1,1,1,1,39,1,0.04492772350095787,0.16216216216216217,15.150511887854474,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.4288536084035
2009,2000,0,2,4,2,39,57,0.14043495115086208,0.5810810810810811,16.929025911619092,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.33117365194035
2011,2010,1,1,4,1,39,292,0.16009820390231294,0.32432432432432434,16.24031337217814,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.00516067134384
1997,1990,0,1,8,3,39,99,0.21066085383461514,0.6756756756756757,17.154832571369333,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.529796299983623
2001,2000,0,2,7,1,39,320,0.16009820390231294,0.5405405405405406,15.009433329466965,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.24704918840638
1990,1990,0,0,1,1,39,1,0.06178194014505861,0.3918918918918919,13.304686600863562,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.810046964245643
2005,2000,0,1,9,4,39,271,0.06178194014505861,0.6216216216216216,15.86963441986494,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.069164712996816
2002,2000,0,1,4,2,39,1,0.053354831823008236,0.7837837837837838,16.722411672456456,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.60855983949261
2011,2010,1,1,3,2,39,57,0.14043495115086208,0.472972972972973,16.077273760604726,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.82946774095091
2009,2000,0,2,2,1,39,13,0.07020904846710899,0.6351351351351351,15.830413711839864,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.479555138543727
1998,1990,0,1,5,1,39,4,0.15448013168761268,0.6486486486486487,16.266515742283485,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.409816861120383
2001,2000,0,1,2,3,19,2,0.04773675960830799,0.7702702702702704,17.359364268929685,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21.464950912239484
2001,2000,0,2,4,2,19,203,0.14043495115086208,0.7702702702702704,17.115044322750297,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.338062914610486
2007,2000,0,1,5,4,19,152,0.5056096451063781,0.5675675675675675,16.716932206992077,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.0376206503723
2007,2000,0,1,1,1,19,295,0.22470603437136577,0.5405405405405406,15.830413711839864,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.811229793534974
2010,2010,1,1,3,4,19,2,0.014028326320106518,0.6891891891891893,15.38412668421143,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.75606467268988
2006,2000,0,2,2,4,19,2,0.04717495238683797,0.6081081081081081,14.220976332738882,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.956515691289837
2004,2000,0,1,8,3,19,271,0.252796395444867,0.45945945945945943,15.64006001130563,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.756411597383835
2004,2000,0,1,2,1,19,152,0.05616386793035836,0.5810810810810811,15.068273812173887,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.293040072936012
1995,1990,0,1,12,1,19,292,0.05616386793035836,0.6621621621621622,15.319588176962746,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.176075233764962
2003,2000,0,2,5,5,19,5,0.028073506856857125,0.8243243243243243,16.46168542627038,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.93286225408884
2005,2000,0,2,8,1,19,320,0.22470603437136577,0.6081081081081081,16.128046080821385,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21.211507881162518
2007,2000,0,1,4,4,19,3,0.028073506856857125,0.5540540540540541,14.508658238524095,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.182858145232007
2005,2000,0,1,6,6,19,292,0.2387512149081164,0.3918918918918919,15.76142084987672,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.996540824712564
2018,2010,1,2,4,6,19,11,0.025264470749506995,0.5810810810810811,14.80876270134486,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.837452889863442
2014,2010,1,1,1,3,19,1,0.06178194014505861,0.6081081081081081,15.830413711839864,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.989950926452597
2017,2010,1,1,6,5,19,5,0.029478024910532183,0.5945945945945946,15.501909696719672,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.445614920371437
2008,2000,0,2,4,4,19,203,0.36515783973887195,0.6351351351351351,16.308716093211594,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.473679112131855
1989,1980,0,1,11,3,19,4,0.02919712129979718,0.6621621621621622,15.150511887854474,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.17541940016409
2001,2000,0,1,1,1,19,2,0.0365006151789075,0.5675675675675675,14.731801689838349,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.901320737241036
1994,1990,0,1,5,2,1,2,0.1850923554891374,0.7162162162162162,14.285514812209815,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.841932589854615
1981,1980,0,2,4,1,1,5,0.03088254296420724,0.7432432432432432,15.59046307836746,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.672618517782535
1994,1990,0,2,1,1,1,1,0.007848446883936239,0.8108108108108107,14.220976332738882,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.956839933578447
1984,1980,0,1,9,1,1,6,0.07582712068180923,0.7432432432432432,16.41820031748273,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.126320076654395
2010,2010,1,1,12,11,1,271,0.4213385618858744,0.28378378378378377,16.562781536322326,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.88552212209668
2015,2010,1,0,2,1,1,7,0.2780777204110181,0.7027027027027027,15.274125813221904,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.624374340231828
2012,2010,1,2,21,3,1,203,0.36515783973887195,0.6891891891891893,17.872499350943645,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.117911379922415
2007,2000,0,1,3,3,1,2,0.028073506856857125,0.6351351351351351,15.483217567201578,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.209486684464608
1998,1990,0,0,1,1,1,97,0.0365006151789075,0.6081081081081081,14.690979711984754,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.423006048335406
2019,2010,1,2,3,2,1,4,0.12638977061411144,0.5945945945945946,14.45736497045232,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.413919951210257
2019,2010,1,1,4,1,1,8,0.014028326320106518,0.5,15.341567078850604,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.230700313157516
2018,2010,1,1,1,1,1,8,0.019646398534806764,0.5540540540540541,14.346139397261565,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.067813460629893
2018,2010,1,1,1,1,1,48,0.042118687393607745,0.7567567567567568,16.71142255148467,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.681596609667487
2017,2010,1,1,1,1,2,1,0.016837362427456634,0.6486486486486487,15.150511887854474,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.277254158369423
2014,2010,1,0,1,2,2,320,0.014028326320106518,0.3513513513513513,15.424948670398354,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.759475387442567
2015,2010,1,1,12,11,1,1,0.014028326320106518,0.5810810810810811,16.29204904211537,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.70764506650543
1980,1980,0,1,1,1,1,320,0.05616386793035836,0.45945945945945943,13.997832948091215,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.243213175633883
2015,2010,1,0,1,2,1,8,0.009252964937611297,0.44594594594594594,15.250595321348806,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.76502982625852
1992,1990,0,1,5,1,2,1,0.014028326320106518,0.7027027027027027,14.731801689838349,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.121145093616132
1999,1990,0,1,2,1,2,50,0.019646398534806764,0.5945945945945946,13.304686600863562,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.757970510590543
2004,2000,0,1,1,1,1,55,0.02245543464215688,0.2702702702702703,14.77102238760702,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.041588626062858
1998,1990,0,2,9,1,1,2,0.22470603437136577,0.5540540540540541,13.487007879880162,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.247155300701895
2005,2000,0,2,6,5,2,271,0.12638977061411144,0.6081081081081081,15.732433317205148,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.07248844637308
2005,2000,0,2,21,6,2,203,0.36515783973887195,0.7162162162162162,17.11872756803093,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.503153033139156
1986,1980,0,0,1,1,1,2,0.016837362427456634,0.7297297297297297,15.150511887854474,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.886347655447434
2018,2010,1,1,2,7,5,1,0.028073506856857125,0.6756756756756757,14.45736497045232,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.19725841628364
2014,2010,1,2,3,3,5,2,0.05616386793035836,0.6891891891891893,15.732433317205148,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.603591302250873
2013,2010,1,1,6,12,5,18,0.03088254296420724,0.7567567567567568,16.48273883399067,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.613397640560436
2019,2010,1,0,2,1,5,97,0.06740001235975886,0.527027027027027,14.946912992035967,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.43152278830143
2018,2010,1,2,5,1,5,97,0.06740001235975886,0.6351351351351351,15.096444681204078,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.986681254668856
2015,2010,1,2,10,1,1,320,0.07863615678915935,0.7972972972972974,16.733281344102608,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.42455473409936
2005,2000,0,0,4,4,1,3,0.004196699944381085,0.7297297297297297,15.894952224644102,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.52487228562626
2017,2010,1,1,1,1,12,11,0.49156446456962755,0.6486486486486487,15.919644834185693,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.068557588538223
2004,2000,0,0,2,5,12,2,0.14043495115086208,0.4054054054054054,14.403297778421795,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.036274840962736
2011,2010,1,1,5,4,12,55,0.11515362618471095,0.5810810810810811,15.274125813221904,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.219715684058144
2006,2000,0,1,5,8,12,11,0.33706747866537073,0.7027027027027027,17.455724866343648,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.25362404808412
2011,2010,1,1,5,8,12,98,0.5617903672533806,0.5675675675675675,16.636889503897294,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.445768810834657
2017,2010,1,1,1,1,12,24,0.07020904846710899,0.4864864864864865,14.45736497045232,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.36073644267684
2008,2000,0,1,4,1,12,271,0.11234459007736083,0.5135135135135135,15.59046307836746,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.029004437875503
2011,2010,1,1,9,1,12,152,0.10110844564796034,0.527027027027027,16.308716093211594,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.574269534960994
2008,2000,0,1,5,4,12,55,0.1685253122243633,0.7027027027027027,16.52356082573315,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.662269037243238
2005,2000,0,1,6,1,12,152,0.11234459007736083,0.6756756756756757,17.338925601849205,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.7826785645842
2007,2000,0,1,8,5,12,48,0.04492772350095787,0.7162162162162162,16.73867219244687,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.68220352161549
2011,2010,1,1,33,32,12,2,0.04773675960830799,0.7837837837837838,17.499377495380294,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.154785816990483
1991,1990,0,0,1,2,1,9,0.07020904846710899,0.5540540540540541,15.483217567201578,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.48318986412672
2012,2010,1,1,3,1,1,9,0.04661314516536794,0.7162162162162162,15.363073279446223,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.246735126745538
1997,1990,0,2,9,11,1,66,0.03369157907155737,0.7567567567567568,17.296750678069195,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.798770542004355
1996,1990,0,1,2,1,1,12,0.025264470749506995,0.2027027027027027,14.77102238760702,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.451413749662525
1995,1990,0,1,1,1,2,1,0.0004045011994584097,0.6216216216216216,13.060490101343552,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.368103160477455
1997,1990,0,0,9,1,2,2,0.004196699944381085,0.6351351351351351,13.554147092530322,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.649770771822778
2002,2000,0,1,6,1,1,1,0.0006854048101934268,0.6891891891891893,13.753636218075409,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.455520120980673
1988,1980,0,0,8,1,1,10,0.03509609712523244,0.7432432432432432,15.919644834185693,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.55438364713499
1994,1990,0,1,5,3,1,292,0.03369157907155737,0.3513513513513513,14.845130332288226,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.882926237790187
1995,1990,0,1,4,3,2,44,0.06459097625240873,0.6351351351351351,13.102162710901053,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.86731465341035
1999,1990,0,1,2,1,2,97,0.08144519289650948,0.5810810810810811,15.702580358511794,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.611733650089295
1996,1990,0,1,1,1,2,152,0.042118687393607745,0.08108108108108103,13.710151153416941,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.997398736129377
1990,1990,0,2,6,2,2,15,0.053354831823008236,0.7162162162162162,12.765691290604371,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.507333201643508
2007,2000,0,0,17,7,1,1,0.014028326320106518,0.5675675675675675,13.815511557963774,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.875514533205106
2008,2000,0,1,3,1,3,292,0.11234459007736083,0.5405405405405406,15.747032114495013,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.785373312673705
1991,1990,0,1,1,3,3,35,0.04492772350095787,0.5810810810810811,12.468440756144114,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.601816156195696
1987,1980,0,1,3,1,3,3,0.019646398534806764,0.5810810810810811,11.413116179350727,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.117475558740875
2010,2010,1,0,1,1,1,2,0.005039410776586109,0.5135135135135135,15.404745967162468,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.358450998054558
2006,2000,0,0,1,1,1,1,0.0027921818907060275,0.7297297297297297,15.501909696719672,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.328481842165258
1994,1990,0,1,1,9,9,271,0.09829940954061021,0.6351351351351351,15.86963441986494,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.88938280657749
1996,1990,0,1,4,9,9,1,0.12638977061411144,0.7702702702702704,16.300417291085605,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.101893214025235
1998,1990,0,1,4,9,9,271,0.16290724000966306,0.6081081081081081,15.789591722875162,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.841827681252592
2002,2000,0,1,3,9,9,271,0.1685253122243633,0.6081081081081081,15.830413711839864,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.3277976442499
2007,2000,0,1,2,1,9,1,0.09549037343326008,0.5810810810810811,15.64006001130563,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.68038871230049
2006,2000,0,1,9,5,9,203,0.5898807283268819,0.6486486486486487,17.709369613131347,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.250267975824205
2014,2010,1,2,10,5,9,203,0.5617903672533806,0.8108108108108107,18.024670809473797,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.73288250947342
2000,2000,0,1,10,1,9,203,0.21066085383461514,0.7432432432432432,17.879395929883795,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.80960147531396
2003,2000,0,2,10,4,9,203,0.30897711759186947,0.7432432432432432,17.768675525917452,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.128655565754535
1990,1990,0,2,3,6,9,271,0.06178194014505861,0.7027027027027027,16.8261314932731,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.34425576734283
1995,1990,0,1,6,2,9,6,0.028073506856857125,0.5675675675675675,12.577639650232573,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.067928111966793
1992,1990,0,2,6,1,9,3,0.07582712068180923,0.6216216216216216,13.102162710901053,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.804848675281455
1987,1980,0,1,2,1,9,1,0.009870952881228329,0.43243243243243246,13.060490101343552,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.542162633166143
1987,1980,0,1,4,1,9,2,0.016837362427456634,0.6891891891891893,16.86478364583966,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.486765418214507
1989,1980,0,1,3,1,9,9,0.03369157907155737,0.527027027027027,13.785052381406869,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.887091683460113
1989,1980,0,1,3,3,9,1,0.04773675960830799,0.6351351351351351,15.702580358511794,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.520958980824503
1995,1990,0,1,3,2,9,11,0.08987230121855984,0.5405405405405406,12.765691290604371,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.520310680159824
1998,1990,0,0,3,1,9,320,0.0842542290038596,0.472972972972973,13.664688831019712,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.679274841031233
2005,2000,0,1,3,2,4,68,0.002651730085338505,0.7027027027027027,16.562781536322326,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.067172224453493
2013,2010,1,1,9,2,4,152,0.05616386793035836,0.7567567567567568,17.652810038748207,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21.884836117435917
2010,2010,1,1,9,10,4,6,0.004196699944381085,0.6621621621621622,17.172407715573055,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.718826297759666
2013,2010,1,1,9,10,4,6,0.014028326320106518,0.6351351351351351,16.588099342704055,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21.205193776302295
2019,2010,1,0,3,2,1,320,0.22470603437136577,0.6216216216216216,15.520258832020865,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.182000131835043
2011,2010,1,0,3,3,2,55,0.1685253122243633,0.5135135135135135,16.275099485238066,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.478764576097163
2010,2010,1,1,3,1,2,55,0.0730180845744591,0.45945945945945943,16.128046080821385,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.336406317911138
2016,2010,1,1,1,1,2,1,0.008410254105406273,0.6891891891891893,16.204273438942487,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.714549656095496
2012,2010,1,1,3,1,2,48,0.02245543464215688,0.7162162162162162,16.08763654656639,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.355480681377834
2011,2010,1,1,5,2,5,292,0.03509609712523244,0.7027027027027027,16.897420573630875,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.453267941615803
2006,2000,0,0,2,2,5,295,0.14043495115086208,0.527027027027027,15.150511887854474,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.128716518562822
2006,2000,0,1,12,11,5,295,0.19661567329786453,0.4864864864864865,16.077273760604726,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.405607740601567
2010,2010,1,2,1,1,5,2,0.0842542290038596,0.7297297297297297,14.690979711984754,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.611872849174247
2004,2000,0,2,7,1,5,48,0.04492772350095787,0.7567567567567568,16.722411672456456,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.815908189443796
1993,1990,0,1,1,1,1,35,0.03930965128625763,0.5540540540540541,12.54254845357358,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.20265409145382
1988,1980,0,1,2,4,5,271,0.03930965128625763,0.5,15.520258832020865,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.59709243547809
1990,1990,0,1,2,4,5,1,0.07020904846710899,0.5,12.948012371209098,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.055388794315864
1986,1980,0,1,2,4,5,1,0.02470266352803699,0.6351351351351351,16.077273760604726,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.911729494091265
2001,2000,0,1,5,4,5,1,0.05939425945381101,0.3918918918918919,14.690979711984754,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.7928424605502
1996,1990,0,1,2,1,5,320,0.07169783760400456,0.45945945945945943,13.815511557963774,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.117820946777364
2004,2000,0,0,4,1,1,1,0.005601217998056143,0.7297297297297297,14.508658238524095,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.60976909703991
1980,1980,0,1,9,2,1,320,0.019646398534806764,0.6621621621621622,13.017005083966255,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.578915241810737
1984,1980,0,1,1,1,1,1,0.025264470749506995,0.44594594594594594,11.849404844423074,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.449914290659933
1980,1980,0,1,2,2,1,1,0.014309229930841522,0.28378378378378377,10.907807476583594,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13.290587700148658
1982,1980,0,2,10,1,6,203,0.04492772350095787,0.7837837837837838,15.123843647884687,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.106963581522134
1989,1980,0,1,6,1,6,99,0.06178194014505861,0.5540540540540541,12.793862088206213,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.069418257191824
1989,1980,0,2,6,4,6,271,0.0842542290038596,0.6216216216216216,13.487007879880162,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.38874347061686
1980,1980,0,2,1,1,6,1,0.05616386793035836,0.3648648648648649,12.468440756144114,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.44357258573868
1981,1980,0,1,8,1,6,292,0.03369157907155737,0.6756756756756757,13.997832948091215,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.82474036668105
1986,1980,0,1,18,1,6,99,0.038747844064787595,0.6891891891891893,15.856731016694035,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.074976912153833
1985,1980,0,1,19,1,1,295,0.016837362427456634,0.6891891891891893,15.424948670398354,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.830219354656986
2018,2010,1,1,6,4,7,11,0.4550469951740759,0.6891891891891893,17.3210679849807,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.552118967249132
2015,2010,1,1,6,2,7,4,0.36515783973887195,0.7297297297297297,17.90148688732258,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.37060043273922
2011,2010,1,0,1,1,7,2,0.014028326320106518,0.6081081081081081,15.955576839107596,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.368642224978142
