Year,Decade,Recent,Runtime_Encoded,Director_Num_Movies,Writer_Num_Movies,Main_Actor_Num_Movies,Company_Num_Movies,Scaled_Standardized_Budget,Normalized_Score,Log_Votes,G,PG,PG-13,R,NC-17,Not Rated,Unrated,X,Action,Adventure,Animation,Comedy,Crime,Drama,Fantasy,Horror,Mystery,Romance,Sci-Fi,Thriller,Western,Log_Worldwide_Gross
2012,2010,1,0,1,1,14,1,0.11234459007736083,0.5405405405405406,14.731801689838349,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.434772503511407
2008,2000,0,1,4,4,14,152,0.1685253122243633,0.5675675675675675,15.830413711839864,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.258101361685416
1992,1990,0,1,3,3,14,271,0.050545795715658114,0.6756756756756757,14.648420115681892,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.80696711690317
1999,1990,0,0,5,4,14,320,0.19661567329786453,0.2702702702702703,13.815511557963774,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.418118474140925
1997,1990,0,1,4,4,14,98,0.15448013168761268,0.4864864864864865,15.803385043104912,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.279809769275133
2001,2000,0,1,4,1,14,203,0.21066085383461514,0.3918918918918919,14.346139397261565,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.14918169711162
2003,2000,0,1,9,2,14,295,0.22470603437136577,0.5135135135135135,15.068273812173887,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.345146016558243
2010,2010,1,1,3,1,14,57,0.09829940954061021,0.2567567567567568,14.285514812209815,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.71134322627836
2008,2000,0,1,2,1,14,152,0.1685253122243633,0.527027027027027,16.266515742283485,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.616217028824465
2000,2000,0,1,9,1,14,203,0.13481687893616182,0.5540540540540541,16.108045416114916,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.622154061484363
2010,2010,1,1,2,3,14,18,0.08706326511120972,0.6081081081081081,14.285514812209815,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.83505868780602
2001,2000,0,2,6,4,14,320,0.275268684303668,0.6081081081081081,17.239773245130714,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.21229930606038
2011,2010,1,1,1,1,1,1,0.016837362427456634,0.7297297297297297,15.931766193248746,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.09167945297379
2014,2010,1,1,1,1,3,1,0.011219290212756389,0.5675675675675675,15.671808704579888,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.07192109856746
2016,2010,1,2,4,2,3,1,0.3932482008123732,0.472972972972973,16.213405921671733,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.133259741889045
2014,2010,1,1,11,1,3,1,0.07020904846710899,0.6216216216216216,16.249124001084017,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.32249643821819
2017,2010,1,1,1,1,1,8,0.005601217998056143,0.5945945945945946,12.206077645517674,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.95462867787514
1994,1990,0,1,2,5,1,320,0.042118687393607745,0.5810810810810811,12.73670383776449,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.393345841805225
1991,1990,0,1,3,1,1,2,0.04773675960830799,0.5540540540540541,13.500801182986649,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.332054984548407
2017,2010,1,1,1,1,2,1,0.017960976870396675,0.5675675675675675,13.997832948091215,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.023832419502586
2001,2000,0,1,2,1,2,1,0.0019494710585009761,0.7027027027027027,13.774689605110144,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.73114392643235
1990,1990,0,1,3,1,1,45,0.03369157907155737,0.527027027027027,11.695255355062795,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.544330304367662
1986,1980,0,1,2,1,1,2,0.028073506856857125,0.2702702702702703,13.235693848424024,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.668042570026376
1991,1990,0,1,1,2,2,292,0.03088254296420724,0.44594594594594594,14.45736497045232,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.15051475250607
1992,1990,0,1,2,28,2,292,0.042118687393607745,0.45945945945945943,14.557448378884015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.536633811792345
2006,2000,0,1,11,10,2,26,0.014028326320106518,0.7297297297297297,16.388122864507256,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.41342016721541
1994,1990,0,1,11,10,2,2,5.8989758254343605e-05,0.7837837837837838,16.87890152672105,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.265856801360957
2009,2000,0,1,1,3,1,1,0.03509609712523244,0.43243243243243246,14.88022163978423,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.42153760262721
1999,1990,0,0,7,1,2,55,0.09829940954061021,0.5135135135135135,15.53827733427679,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.158870823434427
1992,1990,0,1,6,1,2,292,0.04492772350095787,0.6081081081081081,15.039286283703994,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.989659098261537
2019,2010,1,2,3,3,3,98,0.44942892295937564,0.6621621621621622,17.682536218382186,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23.146540661593335
2017,2010,1,2,1,1,3,68,0.025264470749506995,0.7027027027027027,14.946912992035967,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.213154124754908
2015,2010,1,1,1,1,3,1,0.0365006151789075,0.8378378378378379,17.468762860341794,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.684856907729145
2011,2010,1,1,2,2,2,1,0.0002640493940909011,0.6756756756756757,16.04552506565036,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.780154611813852
2013,2010,1,1,2,2,2,1,0.018241880481131692,0.6621621621621622,15.404745967162468,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.179978289198456
2002,2000,0,1,5,1,1,1,0.03369157907155737,0.22972972972972971,15.176487367510099,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.231278815496285
2003,2000,0,1,3,1,2,97,0.05616386793035836,0.5810810810810811,15.096444681204078,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.916218225904334
2004,2000,0,1,1,1,2,31,0.09829940954061021,0.45945945945945943,14.403297778421795,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.210750444706093
2008,2000,0,0,2,3,1,55,0.05616386793035836,0.2702702702702703,15.068273812173887,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.16461231263681
1984,1980,0,1,1,2,2,1,0.0027921818907060275,0.43243243243243246,9.980494888896912,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.76421831620775
1991,1990,0,0,3,5,2,1,0.04492772350095787,0.3648648648648649,11.608244735642321,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.45557003636502
1980,1980,0,1,3,2,5,292,0.012623808266431447,0.527027027027027,15.687312888712007,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.193140161272073
1983,1980,0,1,1,1,5,1,0.36515783973887195,0.41891891891891886,11.918397239722838,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.89923685585915
1989,1980,0,1,1,1,5,1,0.04492772350095787,0.3918918918918919,11.51293546492023,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.427935956095803
1981,1980,0,1,2,2,5,14,0.05616386793035836,0.4054054054054054,13.541075028051122,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.66535883486845
1993,1990,0,0,1,1,5,1,0.03088254296420724,0.6081081081081081,13.415034483903348,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.587589946944513
2017,2010,1,1,2,2,1,1,0.005601217998056143,0.7702702702702704,16.128046080821385,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.513377520883235
2002,2000,0,1,3,1,4,1,0.0027921818907060275,0.6891891891891893,15.363073279446223,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.33254560220232
1992,1990,0,0,14,6,4,16,0.03088254296420724,0.7567567567567568,16.624913313567735,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.5607009225469
1987,1980,0,0,14,6,4,3,0.010095675769816348,0.7837837837837838,16.536806051605975,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.897072114595694
1981,1980,0,0,14,6,4,3,0.0009663084209284301,0.7567567567567568,16.770420889081343,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.202145791004217
2013,2010,1,1,7,1,1,7,0.03369157907155737,0.7837837837837838,16.249124001084017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.438909464916314
2002,2000,0,1,6,1,1,50,0.11234459007736083,0.5810810810810811,14.557448378884015,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.082036888313766
1996,1990,0,0,1,4,1,50,0.011219290212756389,0.43243243243243246,14.508658238524095,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.352067810993915
1999,1990,0,1,15,2,33,44,0.14043495115086208,0.5540540540540541,14.603968372873895,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.193937252651384
2003,2000,0,2,12,3,33,2,0.21066085383461514,0.6351351351351351,16.257857680289998,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.577871905804432
1994,1990,0,2,2,4,33,4,0.11234459007736083,0.44594594594594594,14.648420115681892,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.10003575328209
1991,1990,0,1,4,1,33,73,0.18257049276111392,0.527027027027027,15.501909696719672,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.96405565129152
1995,1990,0,2,10,1,33,320,0.08144519570554558,0.8243243243243243,17.891351665599743,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.247043914937677
2001,2000,0,2,17,1,33,97,0.21066085383461514,0.6216216216216216,15.702580358511794,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.332175417670236
2018,2010,1,1,7,6,33,1,0.0842542290038596,0.5945945945945946,15.717618233614914,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.021334389436458
2007,2000,0,2,4,1,33,203,0.30897711759186947,0.7027027027027027,17.489276399648872,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.07950299765252
2002,2000,0,2,4,2,33,2,0.19661567329786453,0.5945945945945946,15.444751293772967,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.592761565376396
2013,2010,1,1,4,4,33,57,0.23594217880076626,0.6351351351351351,16.60667572712668,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.115818335656826
2010,2010,1,1,6,4,33,57,0.16290724000966306,0.6891891891891893,17.19990085520835,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.411432535972896
1995,1990,0,2,10,5,33,4,0.252796395444867,0.7702702702702704,17.426428497635523,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.021375032729313
1998,1990,0,2,12,5,33,99,0.3932482008123732,0.6486486486486487,17.511862051730805,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.434736337806253
1997,1990,0,2,7,1,33,320,0.1685253122243633,0.6081081081081081,16.204273438942487,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.18907493204576
1999,1990,0,1,5,1,33,1,0.03369157907155737,0.3648648648648649,13.541075028051122,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.393640187886675
2006,2000,0,0,2,3,33,28,0.22470603437136577,0.6486486486486487,16.612791953770035,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.94644076506709
1997,1990,0,2,6,14,33,292,0.2612235037669174,0.7837837837837838,17.608750049924975,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.693742360282172
1999,1990,0,1,12,11,33,35,0.11234459007736083,0.8378378378378379,18.34811006187022,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.629553108711285
2000,2000,0,1,12,11,33,99,0.21066085383461514,0.7297297297297297,17.494339701477234,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.632000574458683
2009,2000,0,0,4,1,33,99,0.22470603437136577,0.5945945945945946,16.65458907995242,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.9257557229503
2004,2000,0,1,8,4,33,1,0.11234459007736083,0.4864864864864865,15.520258832020865,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.382734972827887
2000,2000,0,1,7,4,33,10,0.11599633701691599,0.6486486486486487,16.249124001084017,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.785034745934137
2006,2000,0,1,14,6,33,24,0.1460530233655623,0.6351351351351351,16.36495580701484,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.302657447441625
2010,2010,1,1,11,1,33,295,0.0842542290038596,0.5,15.967272877502799,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.136476676171586
2005,2000,0,1,1,1,33,66,0.1460530233655623,0.6216216216216216,16.195056784687036,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.47048168758297
1988,1980,0,1,10,1,33,1,0.04492772350095787,0.5135135135135135,12.873904582205107,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.642944726046302
1988,1980,0,2,10,1,33,203,0.07863615678915935,0.8513513513513513,18.20995972498239,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.07112436091897
1993,1990,0,1,3,1,33,292,0.0842542290038596,0.5405405405405406,15.226497775576945,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.300633583509352
1998,1990,0,1,6,2,33,320,0.1685253122243633,0.5675675675675675,15.76142084987672,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.651848028746986
1996,1990,0,1,15,1,33,152,0.18818856497581415,0.6081081081081081,15.501909696719672,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.97390803066519
1991,1990,0,1,14,6,33,3,0.12077169839941121,0.6891891891891893,16.066802461833923,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.20423867398269
2013,2010,1,1,5,5,33,203,0.2584144676595672,0.45945945945945943,16.816230422780546,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.83727294854999
1990,1990,0,2,15,3,33,203,0.19661567329786453,0.7027027027027027,17.353567151413394,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.599765001977318
1985,1980,0,1,4,1,1,1,0.0027921818907060275,0.6621621621621622,14.731801689838349,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.870987113007665
1986,1980,0,2,1,3,3,14,0.07020904846710899,0.5,11.982935344196433,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.506200896436944
1991,1990,0,1,2,2,3,45,0.046051337943897916,0.5405405405405406,13.710151153416941,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.166522840918635
1986,1980,0,1,3,2,3,45,0.028073506856857125,0.6486486486486487,14.403297778421795,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.143566812479197
2016,2010,1,2,3,1,2,1,0.07863615678915935,0.6891891891891893,15.775605482856605,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.163147001163825
2015,2010,1,2,8,1,2,1,0.042118687393607745,0.7567567567567568,15.86963441986494,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.554338887293678
2016,2010,1,1,2,2,2,98,0.18257049276111392,0.6486486486486487,15.520258832020865,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.085790945950873
2005,2000,0,2,5,5,2,5,0.03987145850772764,0.7297297297297297,14.648420115681892,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.724919868793593
1989,1980,0,0,1,5,1,295,0.03369157907155737,0.33783783783783783,14.88022163978423,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.566270030848305
1988,1980,0,1,2,1,2,292,0.008410254105406273,0.6351351351351351,12.100717685412471,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.443266053545859
1986,1980,0,1,4,3,2,99,0.028073506856857125,0.5810810810810811,13.429849547739444,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.184203444366982
1993,1990,0,1,2,1,11,4,0.03930965128625763,0.29729729729729726,13.629182184591333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.824070396821018
1983,1980,0,1,10,7,11,1,0.053354831823008236,0.45945945945945943,12.301387370778713,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.51278032985688
1984,1980,0,1,3,2,11,1,0.05616386793035836,0.43243243243243246,14.220976332738882,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.45308449912153
1981,1980,0,1,3,2,11,9,0.050545795715658114,0.5810810810810811,15.039286283703994,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.39725269421175
1987,1980,0,1,1,1,11,45,0.028073506856857125,0.5135135135135135,12.54254845357358,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.236788338797947
1985,1980,0,1,1,5,11,320,0.06178194014505861,0.5135135135135135,12.154784614286667,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.256926946436472
1989,1980,0,1,2,7,11,2,0.016837362427456634,0.5675675675675675,11.849404844423074,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.057959869853455
1982,1980,0,1,2,1,11,320,0.09829940954061021,0.5540540540540541,13.815511557963774,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.36231935582578
1989,1980,0,1,1,1,11,292,0.04773675960830799,0.43243243243243246,11.982935344196433,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.388117425743694
1982,1980,0,1,6,2,11,295,0.042118687393607745,0.4864864864864865,12.506180941677357,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.724169419931165
1986,1980,0,1,1,4,11,1,0.04773675960830799,0.5,12.154784614286667,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.145287158865912
1983,1980,0,1,10,1,1,5,0.028073506856857125,0.7027027027027027,15.86963441986494,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.364494813740606
2008,2000,0,1,2,1,10,203,0.09829940954061021,0.5675675675675675,16.636889503897294,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.508880798337582
1998,1990,0,1,9,3,10,203,0.06459097625240873,0.7027027027027027,17.206657637442962,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.031286851503946
2011,2010,1,1,7,1,10,292,0.05616386793035836,0.5,16.791040175221152,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.494287946937852
2009,2000,0,1,5,2,10,1,0.0842542290038596,0.7432432432432432,16.02378508137718,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.679469319791767
1997,1990,0,1,10,5,10,3,0.03369157907155737,0.6081081081081081,15.068273812173887,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.59210782906367
2014,2010,1,1,5,1,10,203,0.11234459007736083,0.5540540540540541,16.40327466837995,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.399828197022355
2002,2000,0,0,3,1,10,292,0.12077169839941121,0.44594594594594594,15.53827733427679,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.356820750219665
2009,2000,0,1,3,4,10,295,0.0842542290038596,0.5,16.012735246411598,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.624678650963226
2000,2000,0,1,6,1,10,292,0.13481687893616182,0.5,16.700311326676903,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.4123817351329
2012,2010,1,1,5,3,10,68,0.11234459007736083,0.5135135135135135,15.775605482856605,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.553473462314255
2005,2000,0,1,2,1,3,2,0.0025112782799710104,0.5810810810810811,14.285514812209815,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.154241764330697
2009,2000,0,1,4,1,3,57,0.10672651786266059,0.5675675675675675,16.185754392890075,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.00702626980123
2006,2000,0,0,8,1,3,55,0.042118687393607745,0.43243243243243246,15.29711532616119,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.323715006468326
2014,2010,1,1,1,2,2,1,0.03930965128625763,0.6756756756756757,15.201805169084134,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.58295898880895
2009,2000,0,1,2,1,2,16,0.02105091658848182,0.7297297297297297,16.388122864507256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.379910272180094
2006,2000,0,2,5,1,1,1,0.05897290403770848,0.7837837837837838,15.816990693309524,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.405323719221776
1988,1980,0,1,3,1,1,9,0.019646398534806764,0.472972972972973,13.815511557963774,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.126594587755925
1998,1990,0,2,1,1,1,3,0.050545795715658114,0.7702702702702704,14.978661680269907,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.422588932202604
2013,2010,1,1,1,8,1,1,0.14043495115086208,0.5135135135135135,15.274125813221904,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.595641086480327
1992,1990,0,0,13,11,1,292,2.8090361073457304e-06,0.6756756756756757,15.671808704579888,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.83149638654302
2008,2000,0,0,4,6,1,68,0.05616386793035836,0.0,15.990262393084793,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.668196257176326
1988,1980,0,0,3,3,1,1,0.0019494710585009761,0.7702702702702704,15.123843647884687,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.100905153312357
1990,1990,0,1,4,4,1,2,0.000629224088046415,0.7432432432432432,13.815511557963774,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.203450479912696
1993,1990,0,0,2,1,4,29,0.016837362427456634,0.527027027027027,14.346139397261565,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.728855653979814
1993,1990,0,1,5,1,4,6,0.05616386793035836,0.6486486486486487,16.29204904211537,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.694359168499517
2004,2000,0,1,9,10,4,1,0.003353989112176034,0.7702702702702704,17.48163305053104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.76163676702092
1987,1980,0,1,15,4,4,2,0.04492772350095787,0.8378378378378379,17.50937757846487,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.548937271341668
2002,2000,0,1,12,1,5,1,0.00981477215908133,0.5675675675675675,14.403297778421795,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.75034861977453
2017,2010,1,1,2,2,5,1,0.0002640493940909011,0.6756756756756757,15.671808704579888,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.78678624232218
2010,2010,1,1,4,1,5,1,0.0365006151789075,0.5675675675675675,15.009433329466965,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.51735315134793
2016,2010,1,2,2,4,5,4,0.025264470749506995,0.7972972972972974,17.062001588775953,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.48739336683895
2016,2010,1,1,4,1,5,6,0.05616386793035836,0.5945945945945946,15.747032114495013,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.261296619519953
1987,1980,0,1,5,2,1,1,0.016837362427456634,0.7027027027027027,13.910821646859095,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.422599555063528
1997,1990,0,2,5,3,1,73,0.29493193705511883,0.7162162162162162,17.133326366919263,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.915656282746756
1988,1980,0,1,1,1,1,1,0.02105091658848182,0.6351351351351351,14.151983508870947,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.840194186309716
2004,2000,0,1,1,1,1,3,0.008410254105406273,0.7432432432432432,15.039286283703994,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.65136619153448
2000,2000,0,1,14,2,10,10,0.014028326320106518,0.6486486486486487,15.687312888712007,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.19530287255004
